,datetime,symbol,open,high,low,close,volume
130,10/11/2023 10:00,NSE:BANKNIFTY,44571.15,44594.3,44562.1,44562.1,3603874.0
131,10/11/2023 10:05,NSE:BANKNIFTY,44551.55,44590.3,44524.35,44530.75,2828856.0
132,10/11/2023 10:10,NSE:BANKNIFTY,44519.7,44543.85,44500.05,44533.55,4703893.0
133,10/11/2023 10:15,NSE:BANKNIFTY,44531.2,44574.6,44525.35,44556.05,2568273.0
134,10/11/2023 10:20,NSE:BANKNIFTY,44560.95,44566.8,44530.4,44560.3,2835952.0
135,10/11/2023 10:25,NSE:BANKNIFTY,44558.95,44572.2,44542.95,44557.5,3800080.0
136,10/11/2023 10:30,NSE:BANKNIFTY,44557.7,44573.0,44540.1,44562.8,2348905.0
137,10/11/2023 10:35,NSE:BANKNIFTY,44563.1,44590.9,44559.25,44584.45,1643540.0
138,10/11/2023 10:40,NSE:BANKNIFTY,44587.05,44597.6,44564.75,44569.6,1771165.0
139,10/11/2023 10:45,NSE:BANKNIFTY,44568.5,44587.25,44556.3,44585.85,2379327.0
140,10/11/2023 10:50,NSE:BANKNIFTY,44587.05,44590.15,44516.9,44517.7,1429106.0
141,10/11/2023 10:55,NSE:BANKNIFTY,44513.35,44541.25,44477.6,44529.5,1962107.0
142,10/11/2023 11:00,NSE:BANKNIFTY,44531.5,44536.25,44512.55,44523.25,1070240.0
143,10/11/2023 11:05,NSE:BANKNIFTY,44521.15,44526.2,44502.15,44506.15,1955474.0
144,10/11/2023 11:10,NSE:BANKNIFTY,44501.0,44509.05,44445.6,44474.75,1740343.0
145,10/11/2023 11:15,NSE:BANKNIFTY,44465.2,44496.15,44451.25,44485.15,1741785.0
146,10/11/2023 11:20,NSE:BANKNIFTY,44483.35,44527.75,44472.7,44527.3,1263523.0
147,10/11/2023 11:25,NSE:BANKNIFTY,44523.4,44546.7,44518.95,44531.9,1375740.0
148,10/11/2023 11:30,NSE:BANKNIFTY,44535.75,44545.2,44514.75,44529.0,1538514.0
149,10/11/2023 11:35,NSE:BANKNIFTY,44528.25,44530.85,44507.7,44515.7,1103578.0
150,10/11/2023 11:40,NSE:BANKNIFTY,44517.15,44528.9,44492.15,44496.9,1502932.0
151,10/11/2023 11:45,NSE:BANKNIFTY,44498.3,44512.95,44482.45,44501.75,1244713.0
152,10/11/2023 11:50,NSE:BANKNIFTY,44501.15,44516.85,44498.85,44506.1,1257521.0
153,10/11/2023 11:55,NSE:BANKNIFTY,44507.05,44522.65,44502.25,44514.65,1169857.0
154,10/11/2023 12:00,NSE:BANKNIFTY,44514.2,44518.1,44499.15,44517.25,836897.0
155,10/11/2023 12:05,NSE:BANKNIFTY,44519.55,44537.7,44514.3,44520.55,1070666.0
156,10/11/2023 12:10,NSE:BANKNIFTY,44521.5,44534.05,44515.95,44524.1,912712.0
157,10/11/2023 12:15,NSE:BANKNIFTY,44525.95,44528.15,44482.9,44501.75,1337694.0
158,10/11/2023 12:20,NSE:BANKNIFTY,44502.35,44505.85,44486.15,44505.5,982365.0
159,10/11/2023 12:25,NSE:BANKNIFTY,44507.35,44523.15,44493.7,44500.65,1390920.0
160,10/11/2023 12:30,NSE:BANKNIFTY,44500.3,44530.75,44494.35,44526.95,1081358.0
161,10/11/2023 12:35,NSE:BANKNIFTY,44522.7,44530.1,44510.65,44522.55,1185020.0
162,10/11/2023 12:40,NSE:BANKNIFTY,44523.4,44527.8,44499.0,44502.35,1925092.0
163,10/11/2023 12:45,NSE:BANKNIFTY,44495.75,44508.8,44468.6,44483.5,3256444.0
164,10/11/2023 12:50,NSE:BANKNIFTY,44480.45,44500.85,44476.55,44477.25,1912241.0
165,10/11/2023 12:55,NSE:BANKNIFTY,44478.35,44502.5,44452.2,44454.7,2292673.0
166,10/11/2023 13:00,NSE:BANKNIFTY,44454.4,44492.6,44452.8,44488.05,1495124.0
167,10/11/2023 13:05,NSE:BANKNIFTY,44487.0,44507.45,44481.45,44500.75,1658892.0
168,10/11/2023 13:10,NSE:BANKNIFTY,44498.45,44546.25,44497.3,44540.65,1641866.0
169,10/11/2023 13:15,NSE:BANKNIFTY,44540.35,44543.2,44507.85,44514.8,2192883.0
170,10/11/2023 13:20,NSE:BANKNIFTY,44512.25,44532.15,44501.85,44506.7,1162243.0
171,10/11/2023 13:25,NSE:BANKNIFTY,44506.3,44514.6,44477.15,44501.3,1238477.0
172,10/11/2023 13:30,NSE:BANKNIFTY,44502.45,44507.1,44482.15,44487.9,989054.0
173,10/11/2023 13:35,NSE:BANKNIFTY,44483.5,44501.4,44469.3,44491.85,1758931.0
174,10/11/2023 13:40,NSE:BANKNIFTY,44493.9,44502.2,44481.8,44486.55,1968572.0
175,10/11/2023 13:45,NSE:BANKNIFTY,44487.15,44506.05,44479.0,44483.65,1755679.0
176,10/11/2023 13:50,NSE:BANKNIFTY,44481.2,44488.4,44448.0,44452.15,1581821.0
177,10/11/2023 13:55,NSE:BANKNIFTY,44454.75,44459.95,44416.15,44427.05,2534079.0
178,10/11/2023 14:00,NSE:BANKNIFTY,44425.9,44452.35,44411.4,44448.15,1772140.0
179,10/11/2023 14:05,NSE:BANKNIFTY,44446.8,44461.85,44431.1,44435.1,1486346.0
180,10/11/2023 14:10,NSE:BANKNIFTY,44439.15,44456.9,44426.75,44454.25,1268331.0
181,10/11/2023 14:15,NSE:BANKNIFTY,44455.75,44485.45,44439.7,44465.6,1585010.0
182,10/11/2023 14:20,NSE:BANKNIFTY,44466.8,44484.65,44441.65,44451.35,1089684.0
183,10/11/2023 14:25,NSE:BANKNIFTY,44450.7,44475.55,44446.35,44460.2,1507223.0
184,10/11/2023 14:30,NSE:BANKNIFTY,44459.3,44473.35,44452.15,44466.0,1988072.0
185,10/11/2023 14:35,NSE:BANKNIFTY,44465.45,44484.65,44448.55,44476.3,1902618.0
186,10/11/2023 14:40,NSE:BANKNIFTY,44478.55,44509.45,44474.65,44489.9,1983286.0
187,10/11/2023 14:45,NSE:BANKNIFTY,44488.9,44510.95,44472.8,44478.85,1973557.0
188,10/11/2023 14:50,NSE:BANKNIFTY,44473.85,44511.25,44472.6,44502.2,2720646.0
189,10/11/2023 14:55,NSE:BANKNIFTY,44499.4,44516.95,44484.4,44504.3,2516507.0
190,10/11/2023 15:00,NSE:BANKNIFTY,44504.65,44540.15,44504.2,44526.3,6206896.0
191,10/11/2023 15:05,NSE:BANKNIFTY,44526.1,44556.6,44511.85,44538.6,6302022.0
192,10/11/2023 15:10,NSE:BANKNIFTY,44538.2,44543.3,44514.95,44516.7,6309180.0
193,10/11/2023 15:15,NSE:BANKNIFTY,44517.05,44524.5,44499.0,44499.3,7554899.0
194,10/11/2023 15:20,NSE:BANKNIFTY,44500.5,44522.65,44488.7,44509.95,7293237.0
195,10/11/2023 15:25,NSE:BANKNIFTY,44508.1,44544.85,44498.55,44519.85,5339761.0
196,10/12/2023 9:15,NSE:BANKNIFTY,44588.05,44680.15,44530.05,44665.1,6439814.0
197,10/12/2023 9:20,NSE:BANKNIFTY,44664.3,44693.05,44659.5,44662.7,4342728.0
198,10/12/2023 9:25,NSE:BANKNIFTY,44663.3,44669.5,44610.95,44667.85,2679855.0
199,10/12/2023 9:30,NSE:BANKNIFTY,44666.45,44666.6,44618.3,44626.85,2247463.0
200,10/12/2023 9:35,NSE:BANKNIFTY,44629.3,44629.3,44583.05,44597.3,1551606.0
201,10/12/2023 9:40,NSE:BANKNIFTY,44596.0,44609.5,44586.7,44601.4,2065957.0
202,10/12/2023 9:45,NSE:BANKNIFTY,44604.4,44626.6,44583.7,44590.55,1886341.0
203,10/12/2023 9:50,NSE:BANKNIFTY,44588.85,44616.65,44578.8,44610.25,1403149.0
204,10/12/2023 9:55,NSE:BANKNIFTY,44610.85,44623.75,44586.15,44596.7,1712251.0
205,10/12/2023 10:00,NSE:BANKNIFTY,44598.1,44612.05,44580.45,44608.1,1388331.0
206,10/12/2023 10:05,NSE:BANKNIFTY,44608.45,44623.7,44600.6,44621.9,1481587.0
207,10/12/2023 10:10,NSE:BANKNIFTY,44622.35,44647.2,44613.8,44639.7,2377379.0
208,10/12/2023 10:15,NSE:BANKNIFTY,44644.45,44662.15,44615.8,44615.9,1619349.0
209,10/12/2023 10:20,NSE:BANKNIFTY,44618.05,44624.75,44606.0,44623.05,1662072.0
210,10/12/2023 10:25,NSE:BANKNIFTY,44620.1,44640.7,44615.35,44628.45,1182781.0
211,10/12/2023 10:30,NSE:BANKNIFTY,44627.1,44644.15,44607.3,44611.75,1354590.0
212,10/12/2023 10:35,NSE:BANKNIFTY,44611.0,44620.0,44570.2,44576.75,807563.0
213,10/12/2023 10:40,NSE:BANKNIFTY,44576.2,44639.7,44560.85,44637.3,1893704.0
214,10/12/2023 10:45,NSE:BANKNIFTY,44637.1,44641.7,44621.45,44628.35,1230936.0
215,10/12/2023 10:50,NSE:BANKNIFTY,44626.95,44657.8,44626.2,44644.75,882998.0
216,10/12/2023 10:55,NSE:BANKNIFTY,44643.9,44650.8,44631.7,44642.4,799827.0
217,10/12/2023 11:00,NSE:BANKNIFTY,44641.5,44657.85,44627.3,44629.05,697008.0
218,10/12/2023 11:05,NSE:BANKNIFTY,44630.3,44659.6,44630.3,44657.6,727842.0
219,10/12/2023 11:10,NSE:BANKNIFTY,44656.85,44656.85,44611.05,44637.4,936670.0
220,10/12/2023 11:15,NSE:BANKNIFTY,44637.05,44638.2,44595.85,44597.85,687053.0
221,10/12/2023 11:20,NSE:BANKNIFTY,44599.35,44604.15,44582.4,44595.6,995337.0
222,10/12/2023 11:25,NSE:BANKNIFTY,44595.05,44607.5,44578.6,44599.8,570994.0
223,10/12/2023 11:30,NSE:BANKNIFTY,44599.05,44632.7,44597.4,44624.7,846093.0
224,10/12/2023 11:35,NSE:BANKNIFTY,44625.25,44628.1,44608.0,44616.0,563607.0
225,10/12/2023 11:40,NSE:BANKNIFTY,44617.95,44624.6,44606.15,44622.65,592467.0
226,10/12/2023 11:45,NSE:BANKNIFTY,44626.3,44627.9,44596.05,44608.8,760220.0
227,10/12/2023 11:50,NSE:BANKNIFTY,44613.95,44638.15,44595.25,44637.15,941477.0
228,10/12/2023 11:55,NSE:BANKNIFTY,44636.9,44645.0,44615.05,44627.55,1034301.0
229,10/12/2023 12:00,NSE:BANKNIFTY,44629.3,44636.35,44608.6,44619.4,936452.0
230,10/12/2023 12:05,NSE:BANKNIFTY,44620.65,44621.7,44604.55,44613.75,929690.0
231,10/12/2023 12:10,NSE:BANKNIFTY,44617.75,44623.55,44605.7,44619.4,1146853.0
232,10/12/2023 12:15,NSE:BANKNIFTY,44622.25,44645.6,44603.8,44608.9,1412430.0
233,10/12/2023 12:20,NSE:BANKNIFTY,44609.5,44617.85,44600.1,44605.2,956266.0
234,10/12/2023 12:25,NSE:BANKNIFTY,44606.2,44608.75,44588.7,44604.7,1561872.0
235,10/12/2023 12:30,NSE:BANKNIFTY,44604.8,44619.2,44594.8,44619.2,909343.0
236,10/12/2023 12:35,NSE:BANKNIFTY,44620.1,44622.1,44589.75,44596.7,1533659.0
237,10/12/2023 12:40,NSE:BANKNIFTY,44599.2,44607.25,44568.15,44583.15,1398587.0
238,10/12/2023 12:45,NSE:BANKNIFTY,44583.75,44590.35,44572.75,44584.4,682801.0
239,10/12/2023 12:50,NSE:BANKNIFTY,44586.75,44601.55,44579.65,44579.8,1034058.0
240,10/12/2023 12:55,NSE:BANKNIFTY,44580.05,44592.85,44570.0,44575.3,638494.0
241,10/12/2023 13:00,NSE:BANKNIFTY,44574.8,44593.55,44563.55,44573.95,976006.0
242,10/12/2023 13:05,NSE:BANKNIFTY,44574.65,44584.1,44569.8,44571.15,666261.0
243,10/12/2023 13:10,NSE:BANKNIFTY,44574.9,44579.8,44535.05,44555.85,1089687.0
244,10/12/2023 13:15,NSE:BANKNIFTY,44554.1,44564.1,44545.75,44552.15,697789.0
245,10/12/2023 13:20,NSE:BANKNIFTY,44553.7,44572.7,44549.1,44572.7,664801.0
246,10/12/2023 13:25,NSE:BANKNIFTY,44570.9,44580.55,44561.0,44578.5,901210.0
247,10/12/2023 13:30,NSE:BANKNIFTY,44581.6,44600.2,44576.2,44598.05,608010.0
248,10/12/2023 13:35,NSE:BANKNIFTY,44596.9,44600.4,44584.7,44597.8,842992.0
249,10/12/2023 13:40,NSE:BANKNIFTY,44594.3,44606.5,44590.65,44601.15,1045617.0
250,10/12/2023 13:45,NSE:BANKNIFTY,44599.45,44616.6,44592.75,44610.95,757343.0
251,10/12/2023 13:50,NSE:BANKNIFTY,44608.65,44616.9,44593.05,44593.45,1189113.0
252,10/12/2023 13:55,NSE:BANKNIFTY,44596.55,44597.95,44576.55,44593.8,1429430.0
253,10/12/2023 14:00,NSE:BANKNIFTY,44595.1,44601.55,44578.05,44591.15,1525571.0
254,10/12/2023 14:05,NSE:BANKNIFTY,44595.05,44601.5,44562.55,44568.8,1572236.0
255,10/12/2023 14:10,NSE:BANKNIFTY,44569.0,44592.7,44566.7,44592.25,1232150.0
256,10/12/2023 14:15,NSE:BANKNIFTY,44589.25,44604.5,44576.25,44579.75,1070825.0
257,10/12/2023 14:20,NSE:BANKNIFTY,44583.2,44589.3,44568.35,44580.1,1014472.0
258,10/12/2023 14:25,NSE:BANKNIFTY,44578.15,44595.2,44569.35,44590.7,1061923.0
259,10/12/2023 14:30,NSE:BANKNIFTY,44589.85,44620.55,44586.8,44613.65,1378198.0
260,10/12/2023 14:35,NSE:BANKNIFTY,44613.3,44623.2,44584.35,44595.25,1490241.0
261,10/12/2023 14:40,NSE:BANKNIFTY,44594.2,44625.4,44589.7,44614.85,1917821.0
262,10/12/2023 14:45,NSE:BANKNIFTY,44615.95,44629.35,44606.15,44623.85,1104924.0
263,10/12/2023 14:50,NSE:BANKNIFTY,44623.55,44627.05,44600.15,44618.2,1111015.0
264,10/12/2023 14:55,NSE:BANKNIFTY,44617.8,44624.7,44593.8,44608.55,1491273.0
265,10/12/2023 15:00,NSE:BANKNIFTY,44611.4,44617.05,44584.85,44593.35,2986972.0
266,10/12/2023 15:05,NSE:BANKNIFTY,44593.9,44627.15,44582.35,44623.7,2628741.0
267,10/12/2023 15:10,NSE:BANKNIFTY,44630.1,44632.45,44596.95,44610.5,3507634.0
268,10/12/2023 15:15,NSE:BANKNIFTY,44609.05,44622.8,44595.4,44604.0,4098167.0
