,datetime,symbol,open,high,low,close,volume
0,10/9/2023 11:40,NSE:BANKNIFTY,44000.15,44003.75,43981.85,43989.45,789143.0
1,10/9/2023 11:45,NSE:BANKNIFTY,43988.75,43998.05,43982.25,43985.8,654281.0
2,10/9/2023 11:50,NSE:BANKNIFTY,43981.65,44006.3,43980.9,43995.0,905956.0
3,10/9/2023 11:55,NSE:BANKNIFTY,43996.95,44005.2,43985.4,43986.65,878829.0
4,10/9/2023 12:00,NSE:BANKNIFTY,43986.0,43988.65,43966.0,43970.75,1514466.0
5,10/9/2023 12:05,NSE:BANKNIFTY,43972.95,43978.25,43964.4,43975.5,952610.0
6,10/9/2023 12:10,NSE:BANKNIFTY,43976.15,43986.0,43972.35,43982.5,750832.0
7,10/9/2023 12:15,NSE:BANKNIFTY,43982.6,43982.6,43929.95,43940.3,1103119.0
8,10/9/2023 12:20,NSE:BANKNIFTY,43939.55,43954.5,43927.0,43931.7,1252607.0
9,10/9/2023 12:25,NSE:BANKNIFTY,43930.65,43959.35,43924.15,43942.35,1092285.0
10,10/9/2023 12:30,NSE:BANKNIFTY,43941.65,43948.7,43928.15,43933.95,905660.0
11,10/9/2023 12:35,NSE:BANKNIFTY,43937.4,43943.4,43879.2,43879.2,2048599.0
12,10/9/2023 12:40,NSE:BANKNIFTY,43867.6,43879.9,43834.45,43837.45,3438310.0
13,10/9/2023 12:45,NSE:BANKNIFTY,43828.7,43872.2,43828.7,43864.45,2411212.0
14,10/9/2023 12:50,NSE:BANKNIFTY,43865.9,43871.45,43839.7,43858.9,1659620.0
15,10/9/2023 12:55,NSE:BANKNIFTY,43856.8,43859.6,43835.6,43850.0,1667666.0
16,10/9/2023 13:00,NSE:BANKNIFTY,43847.7,43855.0,43836.05,43836.7,1234384.0
17,10/9/2023 13:05,NSE:BANKNIFTY,43845.45,43926.45,43839.8,43884.05,1680670.0
18,10/9/2023 13:10,NSE:BANKNIFTY,43883.6,43886.75,43858.6,43865.3,1128978.0
19,10/9/2023 13:15,NSE:BANKNIFTY,43863.05,43889.2,43859.7,43886.3,1022049.0
20,10/9/2023 13:20,NSE:BANKNIFTY,43889.3,43895.8,43875.05,43888.55,860848.0
21,10/9/2023 13:25,NSE:BANKNIFTY,43889.55,43902.5,43873.0,43877.75,1044380.0
22,10/9/2023 13:30,NSE:BANKNIFTY,43877.5,43904.35,43875.25,43886.7,940001.0
23,10/9/2023 13:35,NSE:BANKNIFTY,43888.55,43900.4,43871.65,43882.1,918103.0
24,10/9/2023 13:40,NSE:BANKNIFTY,43883.25,43906.45,43881.5,43892.7,909245.0
25,10/9/2023 13:45,NSE:BANKNIFTY,43893.1,43897.7,43877.05,43891.05,1419579.0
26,10/9/2023 13:50,NSE:BANKNIFTY,43892.45,43915.0,43885.95,43889.15,1313526.0
27,10/9/2023 13:55,NSE:BANKNIFTY,43886.6,43904.7,43882.0,43892.5,939529.0
28,10/9/2023 14:00,NSE:BANKNIFTY,43891.9,43908.75,43881.35,43894.8,1334331.0
29,10/9/2023 14:05,NSE:BANKNIFTY,43893.9,43897.2,43876.0,43892.9,999559.0
30,10/9/2023 14:10,NSE:BANKNIFTY,43891.35,43913.6,43883.3,43890.9,1265168.0
31,10/9/2023 14:15,NSE:BANKNIFTY,43891.4,43900.4,43858.4,43862.0,1329318.0
32,10/9/2023 14:20,NSE:BANKNIFTY,43865.0,43923.3,43861.05,43915.9,1454925.0
33,10/9/2023 14:25,NSE:BANKNIFTY,43914.7,43965.6,43904.95,43957.75,3086563.0
34,10/9/2023 14:30,NSE:BANKNIFTY,43950.6,43957.1,43911.55,43929.8,1800431.0
35,10/9/2023 14:35,NSE:BANKNIFTY,43924.15,43939.75,43918.8,43918.8,1159098.0
36,10/9/2023 14:40,NSE:BANKNIFTY,43918.1,43925.85,43902.65,43914.6,1305869.0
37,10/9/2023 14:45,NSE:BANKNIFTY,43912.5,43936.4,43901.9,43928.05,2706035.0
38,10/9/2023 14:50,NSE:BANKNIFTY,43925.55,43946.1,43918.45,43935.9,1929866.0
39,10/9/2023 14:55,NSE:BANKNIFTY,43937.65,43949.3,43915.85,43923.75,1917184.0
40,10/9/2023 15:00,NSE:BANKNIFTY,43927.25,43942.9,43894.4,43901.95,3029279.0
41,10/9/2023 15:05,NSE:BANKNIFTY,43902.4,43911.35,43873.75,43882.9,2582341.0
42,10/9/2023 15:10,NSE:BANKNIFTY,43881.8,43899.15,43879.95,43894.7,4138229.0
43,10/9/2023 15:15,NSE:BANKNIFTY,43893.55,43894.8,43869.5,43877.0,4875787.0
44,10/9/2023 15:20,NSE:BANKNIFTY,43876.7,43885.5,43869.55,43871.3,4714865.0
45,10/9/2023 15:25,NSE:BANKNIFTY,43869.8,43890.35,43863.1,43868.5,3806963.0
46,10/10/2023 9:15,NSE:BANKNIFTY,44095.55,44139.4,44004.55,44097.2,9420959.0
47,10/10/2023 9:20,NSE:BANKNIFTY,44097.7,44120.45,44085.05,44099.15,3879633.0
48,10/10/2023 9:25,NSE:BANKNIFTY,44096.95,44117.4,44076.8,44113.75,3046286.0
49,10/10/2023 9:30,NSE:BANKNIFTY,44111.8,44124.0,44086.15,44106.2,2270619.0
50,10/10/2023 9:35,NSE:BANKNIFTY,44107.35,44113.65,44086.35,44094.9,2893595.0
51,10/10/2023 9:40,NSE:BANKNIFTY,44094.65,44120.8,44089.1,44099.7,2721529.0
52,10/10/2023 9:45,NSE:BANKNIFTY,44100.85,44114.1,44092.25,44094.25,1746085.0
53,10/10/2023 9:50,NSE:BANKNIFTY,44094.2,44097.6,44067.25,44077.9,2767771.0
54,10/10/2023 9:55,NSE:BANKNIFTY,44082.7,44082.7,44058.1,44063.65,2109629.0
55,10/10/2023 10:00,NSE:BANKNIFTY,44064.45,44086.8,44055.45,44076.6,2322825.0
56,10/10/2023 10:05,NSE:BANKNIFTY,44077.3,44101.3,44071.85,44082.4,1983739.0
57,10/10/2023 10:10,NSE:BANKNIFTY,44080.8,44092.45,44070.85,44073.95,2075111.0
58,10/10/2023 10:15,NSE:BANKNIFTY,44076.6,44109.75,44076.6,44093.45,2771563.0
59,10/10/2023 10:20,NSE:BANKNIFTY,44095.8,44099.95,44088.6,44095.75,1805832.0
60,10/10/2023 10:25,NSE:BANKNIFTY,44096.2,44110.65,44079.65,44082.1,1955181.0
61,10/10/2023 10:30,NSE:BANKNIFTY,44084.85,44092.1,44069.75,44086.35,1531397.0
62,10/10/2023 10:35,NSE:BANKNIFTY,44086.2,44113.3,44080.1,44109.65,1251754.0
63,10/10/2023 10:40,NSE:BANKNIFTY,44111.9,44123.35,44096.7,44098.75,1121854.0
64,10/10/2023 10:45,NSE:BANKNIFTY,44099.65,44104.55,44087.55,44092.15,1564385.0
65,10/10/2023 10:50,NSE:BANKNIFTY,44092.2,44106.0,44082.2,44087.3,1398031.0
66,10/10/2023 10:55,NSE:BANKNIFTY,44089.4,44089.4,44059.7,44059.7,1215598.0
67,10/10/2023 11:00,NSE:BANKNIFTY,44063.8,44088.15,44058.25,44083.2,1019409.0
68,10/10/2023 11:05,NSE:BANKNIFTY,44085.3,44085.45,44063.2,44082.45,757703.0
69,10/10/2023 11:10,NSE:BANKNIFTY,44083.25,44083.45,44065.95,44065.95,619687.0
70,10/10/2023 11:15,NSE:BANKNIFTY,44068.75,44071.15,44045.35,44060.75,1409932.0
71,10/10/2023 11:20,NSE:BANKNIFTY,44062.85,44070.25,44056.2,44066.4,1133536.0
72,10/10/2023 11:25,NSE:BANKNIFTY,44066.7,44085.85,44058.9,44076.5,1038146.0
73,10/10/2023 11:30,NSE:BANKNIFTY,44077.95,44104.3,44076.0,44093.35,1298306.0
74,10/10/2023 11:35,NSE:BANKNIFTY,44093.6,44101.15,44082.35,44082.35,1120922.0
75,10/10/2023 11:40,NSE:BANKNIFTY,44084.25,44099.9,44082.1,44098.75,891008.0
76,10/10/2023 11:45,NSE:BANKNIFTY,44098.9,44106.35,44086.1,44088.8,896052.0
77,10/10/2023 11:50,NSE:BANKNIFTY,44086.45,44091.35,44074.6,44088.2,899151.0
78,10/10/2023 11:55,NSE:BANKNIFTY,44085.25,44089.5,44075.65,44084.2,1170377.0
79,10/10/2023 12:00,NSE:BANKNIFTY,44082.45,44167.95,44080.25,44145.15,2217759.0
80,10/10/2023 12:05,NSE:BANKNIFTY,44144.9,44229.55,44139.85,44229.0,4383054.0
81,10/10/2023 12:10,NSE:BANKNIFTY,44230.65,44302.65,44211.2,44298.2,3188684.0
82,10/10/2023 12:15,NSE:BANKNIFTY,44297.95,44311.15,44255.6,44281.55,2258237.0
83,10/10/2023 12:20,NSE:BANKNIFTY,44281.65,44340.85,44267.8,44326.75,2460297.0
84,10/10/2023 12:25,NSE:BANKNIFTY,44329.05,44338.9,44291.7,44323.55,1704030.0
85,10/10/2023 12:30,NSE:BANKNIFTY,44323.2,44330.4,44309.8,44316.3,1587382.0
86,10/10/2023 12:35,NSE:BANKNIFTY,44313.5,44398.3,44313.5,44372.35,3788884.0
87,10/10/2023 12:40,NSE:BANKNIFTY,44370.55,44390.4,44357.4,44366.15,2478490.0
88,10/10/2023 12:45,NSE:BANKNIFTY,44366.7,44371.25,44345.9,44366.05,1016386.0
89,10/10/2023 12:50,NSE:BANKNIFTY,44364.05,44381.0,44344.4,44356.05,1330561.0
90,10/10/2023 12:55,NSE:BANKNIFTY,44352.6,44357.9,44332.65,44344.45,1262749.0
91,10/10/2023 13:00,NSE:BANKNIFTY,44342.15,44382.55,44334.65,44354.3,1682918.0
92,10/10/2023 13:05,NSE:BANKNIFTY,44358.65,44381.95,44346.75,44373.3,1564327.0
93,10/10/2023 13:10,NSE:BANKNIFTY,44372.15,44380.3,44358.5,44362.55,1353980.0
94,10/10/2023 13:15,NSE:BANKNIFTY,44362.6,44388.2,44356.15,44377.7,1160317.0
95,10/10/2023 13:20,NSE:BANKNIFTY,44376.6,44380.7,44360.95,44376.55,1424968.0
96,10/10/2023 13:25,NSE:BANKNIFTY,44375.05,44461.9,44373.7,44435.9,2501387.0
97,10/10/2023 13:30,NSE:BANKNIFTY,44432.45,44466.15,44425.25,44457.3,1712772.0
98,10/10/2023 13:35,NSE:BANKNIFTY,44457.1,44480.45,44436.15,44465.0,1730162.0
99,10/10/2023 13:40,NSE:BANKNIFTY,44463.05,44487.25,44452.2,44470.4,1709586.0
100,10/10/2023 13:45,NSE:BANKNIFTY,44465.75,44474.2,44444.9,44458.85,1374050.0
101,10/10/2023 13:50,NSE:BANKNIFTY,44459.0,44470.45,44448.8,44463.4,3412384.0
102,10/10/2023 13:55,NSE:BANKNIFTY,44458.55,44481.65,44455.4,44468.7,1513423.0
103,10/10/2023 14:00,NSE:BANKNIFTY,44468.15,44480.15,44455.25,44463.9,1733245.0
104,10/10/2023 14:05,NSE:BANKNIFTY,44467.75,44470.85,44417.85,44424.3,7770536.0
105,10/10/2023 14:10,NSE:BANKNIFTY,44417.55,44427.65,44402.45,44423.55,1663452.0
106,10/10/2023 14:15,NSE:BANKNIFTY,44426.4,44478.35,44424.05,44457.7,1701294.0
107,10/10/2023 14:20,NSE:BANKNIFTY,44455.65,44480.05,44455.65,44460.0,1976689.0
108,10/10/2023 14:25,NSE:BANKNIFTY,44461.8,44472.6,44450.95,44453.3,1691183.0
109,10/10/2023 14:30,NSE:BANKNIFTY,44454.9,44458.0,44416.6,44419.0,2071306.0
110,10/10/2023 14:35,NSE:BANKNIFTY,44415.2,44438.8,44407.3,44431.9,1835174.0
111,10/10/2023 14:40,NSE:BANKNIFTY,44433.0,44435.65,44378.85,44387.2,2167007.0
112,10/10/2023 14:45,NSE:BANKNIFTY,44386.2,44411.95,44379.65,44380.7,5166686.0
113,10/10/2023 14:50,NSE:BANKNIFTY,44385.55,44418.05,44379.95,44393.55,2406618.0
114,10/10/2023 14:55,NSE:BANKNIFTY,44394.65,44411.85,44380.45,44398.65,3445231.0
115,10/10/2023 15:00,NSE:BANKNIFTY,44398.7,44411.2,44351.0,44371.7,4789019.0
116,10/10/2023 15:05,NSE:BANKNIFTY,44370.6,44378.35,44333.9,44342.15,4372184.0
117,10/10/2023 15:10,NSE:BANKNIFTY,44342.05,44358.85,44328.25,44352.75,4703476.0
118,10/10/2023 15:15,NSE:BANKNIFTY,44354.45,44372.0,44347.4,44371.8,5034870.0
119,10/10/2023 15:20,NSE:BANKNIFTY,44370.4,44376.2,44352.5,44375.7,5215170.0
120,10/10/2023 15:25,NSE:BANKNIFTY,44377.3,44386.6,44352.95,44378.4,4483830.0
121,10/11/2023 9:15,NSE:BANKNIFTY,44557.7,44662.55,44513.2,44641.2,15865738.0
122,10/11/2023 9:20,NSE:BANKNIFTY,44639.75,44680.1,44629.5,44656.5,7259735.0
123,10/11/2023 9:25,NSE:BANKNIFTY,44655.55,44670.5,44625.6,44657.45,8678090.0
124,10/11/2023 9:30,NSE:BANKNIFTY,44662.75,44665.25,44621.65,44660.1,5170674.0
125,10/11/2023 9:35,NSE:BANKNIFTY,44659.8,44685.5,44643.3,44668.95,5009466.0
126,10/11/2023 9:40,NSE:BANKNIFTY,44665.7,44672.1,44653.6,44663.35,4817653.0
127,10/11/2023 9:45,NSE:BANKNIFTY,44662.75,44710.55,44605.45,44616.75,10283499.0
128,10/11/2023 9:50,NSE:BANKNIFTY,44614.9,44651.8,44565.0,44619.05,5036131.0
129,10/11/2023 9:55,NSE:BANKNIFTY,44620.7,44624.35,44565.1,44572.3,3733795.0
